145,She Came to Me,Composer Steven Lauddem is plagued by a creative block which leaves him unable to finish the score for his big comeback opera. When his former therapist-turned-wife Patricia suggests he rekindle his creativity by getting lost in the city Steven sets out in search of inspiration. His epiphany comes after he meets a spirited woman named Katrina and discovers his life has much more potential than he bargained for or ever could have imagined.
146,Inception,Cobb a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: "inception" the implantation of another person's idea into a target's subconscious.
147,Under the Boardwalk,Two crabs embark on an epic journey to get home after a storm sweeps them away. Their courage soon unites their families paving the way for great summers to come.
148,The Devil Wears Prada,Andy moves to New York to work in the fashion industry. Her boss is extremely demanding cruel and won't let her succeed if she doesn't fit into the high class elegant look of their magazine.
149,Art of Love,After learning that the art thief she has been chasing is her ex-lover an officer working for Interpol concocts a plan to catch him red-handed.
150,Five Nights at Freddy's,Recently fired and desperate for work a troubled young man named Mike agrees to take a position as a night security guard at an abandoned theme restaurant: Freddy Fazbear's Pizzeria. But he soon discovers that nothing at Freddy's is what it seems.
151,Howl's Moving Castle,Sophie a young milliner is turned into an elderly woman by a witch who enters her shop and curses her. She encounters a wizard named Howl and gets caught up in his resistance to fighting for the king.
152,Alien,During its return to the earth commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.
153,Mid-Century,A husband and wife's weekend in a mid-century modern vacation rental turns deadly when the husband discovers the owner is a psychopath with a backyard of buried secrets and designs on his wife.
154,Deadpool 2,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.
155,Sorry Charlie,A remote helpline volunteer is targeted by a stranger who lures women from their homes with a recording of a crying baby.
156,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.
157,Kung Fu Panda 2,Po is now living his dream as The Dragon Warrior protecting the Valley of Peace alongside his friends and fellow kung fu masters The Furious Five - Tigress Crane Mantis Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain who plans to use a secret unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.
158,Civil War,In the near future a group of war journalists attempt to survive while reporting the truth as the United States stands on the brink of civil war.
159,#Blue_Whale,The story of a girl who in an attempt to understand the mysterious suicide of her younger sister embarks on a dangerous game hoping to stop the curators of the "death group" pushing teenagers to suicide.
160,Miller's Girl,A precocious young writer becomes involved with her high school creative writing teacher in a dark coming-of-age drama that examines the blurred lines of emotional connectivity between professor and protégé.
161,Charlie and the Chocolate Factory,A young boy wins a tour through the most magnificent chocolate factory in the world led by the world's most unusual candy maker.
162,Kung Fu Panda 3,While Po and his father are visiting a secret panda village an evil spirit threatens all of China forcing Po to form a ragtag army to fight back.
